State,Date,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10
Alabama,2020-03-19,"it's, give, thinking, gonna get, giving","face, touch, train, bc, your face","impact, states, panic, give, health","catch, hope, thing, cuz, karma","buy, because of the, gonna, stock, masks","worldwide, ny, in this place, waiting for, russia","virus, how do you, pakistan, awareness, might have","cases, county, case, usa, updates","virus, chinese, in china, spreading, started","going to, fight, going to be, this year, because of"
Alabama,2020-03-20,"it's, give, thinking, gonna get, giving","immune to the, immune to, you are immune, ate, if you ever","virus, chinese, in china, spreading, started","there's, person, test, isn't, ship","impact, states, panic, give, health","bc, news, coming, what's, suddenly","will be, do you think, apparently, victims, die","because of, cancel, hygiene, economy, surely","virus, test, doctor, safe, inside","going to, because of the, imagine, should be, hit"
Alabama,2020-03-21,"stop, jokes, asians, cure, racism","infection, be safe from, happening, to be racist, care about","makes, thing, making, cough, worse","house, will be, ago, asked, mf","flu, a little, thing, more than, influenza","immune to the, immune to, you are immune, ate, if you ever","kills, players, lysol, simply, tv","flu, hysteria, rate, worried about the, symptoms","virus, how do you, pakistan, awareness, might have","safe, will be, because of, market, industry"
Alabama,2020-03-22,"patient, quarantine, tested positive for, hospital, case","flu, hysteria, rate, worried about the, symptoms","due to the, at work, empty, bc of the, travel","worldwide, ny, in this place, waiting for, russia","die, catch, so far, at this point, die from the","because of, cancel, hygiene, economy, surely","positive, case, confirmed, yesterday, cases","virus, to avoid, killing, fight, viruses","the spread of, to prevent, should be, mfs, wash their hands","country, in india, beat, biggest, india"
Alabama,2020-03-23,"control, 2020, at this point, challenge, country","flights, flight, because of, countries, air","foxnews alert, breaking, death, state of emergency, australia","impact, states, panic, give, health","country, in india, beat, biggest, india","it's, i've, racist, hold, memes","makes, thing, making, cough, worse","face, touch, train, bc, your face","buying, water, because of, paper, panic buying","due to, italy, trip, washington, area"
Alabama,2020-03-24,"makes, thing, making, cough, worse","buying, water, because of, paper, panic buying","wash, clean, your hands, some people, hearing","years, have been, de, killed, i feel like","trending, pray, trumpvirus, coronvirus, cornoravirus","face, touch, train, bc, your face","catch, hope, thing, cuz, karma","country, in india, beat, biggest, india","mask, masks, wearing, prevent, worried about","reduce your risk, let's, shake, common, trying to get"
Alabama,2020-03-25,"hope, contract, dying, cough, would be","ppl, president, cuz, would be, eating","the spread of, to prevent, should be, mfs, wash their hands","china, made, week, government, wuhan","kills, players, lysol, simply, tv","face, touch, train, bc, your face","gonna, word, bring, tweets, town","started, brexit, blame, problem, eu","case of, case, confirmed, in my county, first case of","it's, give, thinking, gonna get, giving"
Alabama,2020-03-26,"school, close, bc of, gonna, schools","mask, masks, wearing, prevent, worried about","impact, states, panic, give, health","cancelled, due to, school, students, classes","virus, idiot, human, 19, test positive for","flights, flight, because of, countries, air","due to the, at work, empty, bc of the, travel","started, brexit, blame, problem, eu","safe, will be, because of, market, industry","hit, thing, economy, won't, bill"
Alabama,2020-03-27,"impact, states, panic, give, health","school, close, bc of, gonna, schools","pandemic, business, start, dance, cures","world, wash your hands, end, release, the end of","kills, players, lysol, simply, tv","virus, chinese, in china, spreading, started","trump, pence, response, crisis, trump","event, because of the, cancel, this year, events","because of, cancel, hygiene, economy, surely","city, state, live, welp, florida"
Alabama,2020-03-28,"die, catch, so far, at this point, die from the","school, close, bc of, gonna, schools","bc, news, coming, what's, suddenly","flu, hysteria, rate, worried about the, symptoms","flights, flight, because of, countries, air","read, news, article, thread, cover","death, i guess, made in china, 1st, be careful","news, live, nyc, confirmed, cancel","cases, update, infected, confirmed, increase","impact, states, panic, give, health"
Alabama,2020-03-29,"case of, case, confirmed, in my county, first case of","advice, email, clear, positive for, latest","virus, to avoid, killing, fight, viruses","impact, states, panic, give, health","flu, hysteria, rate, worried about the, symptoms","cancelled, due to, school, students, classes","face, touch, train, bc, your face","started, brexit, blame, problem, eu","cases, county, case, usa, updates","catch, hope, thing, cuz, karma"
Alabama,2020-03-30,"immune to the, immune to, you are immune, ate, if you ever","school, close, bc of, gonna, schools","patient, quarantine, tested positive for, hospital, case","virus, chinese, in china, spreading, started","impact, states, panic, give, health","buying, water, because of, paper, panic buying","travel, scare, stupid, stuff, mad","face, touch, train, bc, your face","flu, hysteria, rate, worried about the, symptoms",
Alabama,2020-03-31,"case of, case, confirmed, in my county, first case of","person, lives, looks like, biden, boomers","due to, italy, trip, washington, area","cases, update, infected, confirmed, increase","impact, states, panic, give, health","country, in india, beat, biggest, india","hit, thing, economy, won't, bill","mask, masks, wearing, prevent, worried about","inform yourself about, be smart, avoid, fear of, coughs","flu, hysteria, rate, worried about the, symptoms"
Alabama,2020-04-01,"immune to the, immune to, you are immune, ate, if you ever","person, lives, looks like, biden, boomers","infection, be safe from, happening, to be racist, care about","gonna, word, bring, tweets, town","inform yourself about, be smart, avoid, fear of, coughs","world, wash your hands, end, release, the end of","pandemic, business, start, dance, cures","china, made, week, government, wuhan","hope, doesn't, spreading, stop, i really hope","going to, fight, going to be, this year, because of"
Alabama,2020-04-02,"impact, states, panic, give, health","infection, be safe from, happening, to be racist, care about","flu, a little, thing, more than, influenza","flights, flight, because of, countries, air","worldwide, ny, in this place, waiting for, russia","case of, case, confirmed, in my county, first case of","patients, hospital, doctors, nhs, live","virus, idiot, human, 19, test positive for","country, in india, beat, biggest, india","gonna, word, bring, tweets, town"
Alabama,2020-04-03,"house, will be, ago, asked, mf","country, in india, beat, biggest, india","country, reported, guess, breaking, week","death, i guess, made in china, 1st, be careful","city, state, live, welp, florida","scared, sick, the only one, right now, dangerous","world, wash your hands, end, release, the end of","flu, hysteria, rate, worried about the, symptoms","stop, spreading, going to, we need to, the only thing","gonna be, cancelled, 2020, will be, summer"
Alabama,2020-04-04,"kills, players, lysol, simply, tv","impact, states, panic, give, health","world, wash your hands, end, release, the end of","symptoms, go to work, symptoms of, catching, experts","worldwide, ny, in this place, waiting for, russia","control, 2020, at this point, challenge, country","gonna, word, bring, tweets, town","going to, because of the, imagine, should be, hit","inform yourself about, be smart, avoid, fear of, coughs","right now, coughing, to deal with, bs, worry about"
Alabama,2020-04-05,"panic, basically, response to, let's, city","positive, case, confirmed, yesterday, cases","impact, states, panic, give, health","vaccine, there is no, report, free, funding","news, live, nyc, confirmed, cancel","case of, case, confirmed, in my county, first case of","going to, fight, going to be, this year, because of","virus, test, doctor, safe, inside","flights, flight, because of, countries, air","gonna, word, bring, tweets, town"
Alabama,2020-04-06,"infection, be safe from, happening, to be racist, care about","hope, doesn't, spreading, stop, i really hope","because of, cancel, hygiene, economy, surely","news, live, nyc, confirmed, cancel","virus, chinese, in china, spreading, started","beer, cure, thought, americans, drinking","world, wash your hands, end, release, the end of","country, in india, beat, biggest, india","school, close, bc of, gonna, schools","gonna be, cancelled, 2020, will be, summer"
